city,date,aqi,pm25,pm10,o3,no2,so2,co,temperature,humidity,pressure,wind,hour,day,month,day_of_week,aqi_change_rate
islamabad,2026-07-17 06:00:00+00:00,140.0,51.3,98.5,181.0,5.5,15.2,523.0,34.3,52.0,945.4,7.5,11.0,17.0,7.0,4.0,-1.0
islamabad,2026-07-17 07:00:00+00:00,131.0,47.7,91.0,187.0,4.2,14.4,491.0,34.6,52.0,945.2,6.1,12.0,17.0,7.0,4.0,-9.0
islamabad,2026-07-17 08:00:00+00:00,123.0,44.6,83.6,189.0,3.9,12.9,477.0,35.3,49.0,944.8,5.3,13.0,17.0,7.0,4.0,-8.0
islamabad,2026-07-17 09:00:00+00:00,117.0,42.0,77.3,188.0,4.3,11.7,482.0,35.5,47.0,944.0,5.0,14.0,17.0,7.0,4.0,-6.0
islamabad,2026-07-17 10:00:00+00:00,114.0,40.6,73.1,186.0,4.2,11.2,500.0,35.8,45.0,943.6,3.4,15.0,17.0,7.0,4.0,-3.0
islamabad,2026-07-17 11:00:00+00:00,112.0,39.9,71.2,182.0,4.9,11.1,537.0,35.7,45.0,943.0,3.8,16.0,17.0,7.0,4.0,-2.0
islamabad,2026-07-17 12:00:00+00:00,128.0,46.4,86.4,165.0,9.4,10.9,619.0,36.6,41.0,942.2,5.4,17.0,17.0,7.0,4.0,16.0
islamabad,2026-07-17 13:00:00+00:00,130.0,47.4,76.1,139.0,22.5,11.0,800.0,35.5,43.0,942.2,8.1,18.0,17.0,7.0,4.0,2.0
islamabad,2026-07-17 14:00:00+00:00,137.0,50.2,75.4,102.0,40.6,11.1,1026.0,33.4,55.0,942.3,11.4,19.0,17.0,7.0,4.0,7.0
islamabad,2026-07-17 15:00:00+00:00,141.0,51.9,77.8,72.0,54.9,11.1,1156.0,32.4,59.0,942.5,8.5,20.0,17.0,7.0,4.0,4.0
islamabad,2026-07-17 16:00:00+00:00,149.0,55.1,82.9,53.0,62.2,10.8,1115.0,31.6,63.0,943.2,7.7,21.0,17.0,7.0,4.0,8.0
islamabad,2026-07-17 17:00:00+00:00,152.0,58.4,85.9,41.0,65.7,10.3,978.0,30.9,67.0,943.5,8.1,22.0,17.0,7.0,4.0,3.0
islamabad,2026-07-17 18:00:00+00:00,154.0,60.5,86.8,34.0,65.6,9.8,836.0,31.1,69.0,943.0,8.8,23.0,17.0,7.0,4.0,2.0
islamabad,2026-07-17 19:00:00+00:00,154.0,60.8,85.2,34.0,60.9,9.1,704.0,30.7,69.0,943.2,8.7,0.0,18.0,7.0,5.0,0.0
islamabad,2026-07-17 20:00:00+00:00,153.0,59.3,83.4,41.0,52.6,8.4,566.0,30.3,69.0,943.1,8.5,1.0,18.0,7.0,5.0,-1.0
islamabad,2026-07-17 21:00:00+00:00,152.0,57.0,78.7,48.0,44.3,7.9,462.0,30.0,68.0,943.0,9.0,2.0,18.0,7.0,5.0,-1.0
islamabad,2026-07-17 22:00:00+00:00,148.0,54.5,75.9,54.0,36.7,7.6,404.0,29.5,69.0,943.0,9.5,3.0,18.0,7.0,5.0,-4.0
islamabad,2026-07-17 23:00:00+00:00,144.0,52.9,75.2,61.0,29.2,7.5,380.0,29.0,69.0,943.2,8.1,4.0,18.0,7.0,5.0,-4.0
islamabad,2026-07-18 00:00:00+00:00,141.0,51.8,75.7,87.0,17.4,7.8,390.0,29.3,74.0,943.3,11.1,5.0,18.0,7.0,5.0,-3.0
islamabad,2026-07-18 01:00:00+00:00,141.0,51.7,74.7,94.0,17.3,8.6,460.0,28.8,75.0,943.6,9.9,6.0,18.0,7.0,5.0,0.0
islamabad,2026-07-18 02:00:00+00:00,141.0,51.8,82.9,106.0,17.0,9.7,564.0,29.9,70.0,943.8,8.4,7.0,18.0,7.0,5.0,0.0
islamabad,2026-07-18 03:00:00+00:00,143.0,52.5,91.0,119.0,15.8,11.1,631.0,31.3,66.0,943.8,8.5,8.0,18.0,7.0,5.0,2.0
islamabad,2026-07-18 04:00:00+00:00,145.0,53.3,98.3,137.0,12.7,13.0,625.0,32.7,62.0,943.9,8.6,9.0,18.0,7.0,5.0,2.0
islamabad,2026-07-18 05:00:00+00:00,151.0,56.1,106.2,157.0,8.7,15.2,582.0,34.1,57.0,944.0,7.8,10.0,18.0,7.0,5.0,6.0
islamabad,2026-07-18 06:00:00+00:00,152.0,56.8,108.0,173.0,5.6,16.4,534.0,34.9,52.0,943.8,8.5,11.0,18.0,7.0,5.0,1.0
islamabad,2026-07-18 07:00:00+00:00,145.0,53.4,100.1,181.0,4.2,15.8,468.0,35.4,50.0,943.4,6.5,12.0,18.0,7.0,5.0,-7.0
islamabad,2026-07-18 08:00:00+00:00,134.0,49.1,90.8,185.0,3.9,14.2,398.0,36.2,48.0,942.9,7.0,13.0,18.0,7.0,5.0,-11.0
islamabad,2026-07-18 09:00:00+00:00,128.0,46.3,83.4,185.0,4.4,12.8,397.0,36.5,48.0,942.3,8.6,14.0,18.0,7.0,5.0,-6.0
islamabad,2026-07-18 10:00:00+00:00,120.0,43.2,75.4,183.0,4.8,12.2,524.0,36.2,48.0,942.2,9.1,15.0,18.0,7.0,5.0,-8.0
islamabad,2026-07-18 11:00:00+00:00,121.0,43.5,75.0,178.0,6.1,11.8,720.0,35.7,49.0,941.8,7.6,16.0,18.0,7.0,5.0,1.0
islamabad,2026-07-18 12:00:00+00:00,129.0,46.9,79.9,156.0,10.5,10.8,880.0,35.1,54.0,941.4,11.8,17.0,18.0,7.0,5.0,8.0
islamabad,2026-07-18 13:00:00+00:00,134.0,48.8,71.7,136.0,18.9,10.3,969.0,34.2,57.0,941.9,12.5,18.0,18.0,7.0,5.0,5.0
islamabad,2026-07-18 14:00:00+00:00,146.0,53.7,77.3,108.0,30.6,9.7,1023.0,33.4,59.0,941.9,11.3,19.0,18.0,7.0,5.0,12.0
islamabad,2026-07-18 15:00:00+00:00,143.0,52.7,72.6,84.0,39.9,9.1,1037.0,32.5,64.0,942.5,11.3,20.0,18.0,7.0,5.0,-3.0
islamabad,2026-07-18 16:00:00+00:00,140.0,51.2,67.1,67.0,45.5,8.8,1007.0,31.5,69.0,943.2,9.7,21.0,18.0,7.0,5.0,-3.0
islamabad,2026-07-18 17:00:00+00:00,137.0,50.3,64.7,55.0,48.9,8.6,937.0,31.0,70.0,943.8,8.3,22.0,18.0,7.0,5.0,-3.0
islamabad,2026-07-18 18:00:00+00:00,137.0,50.2,62.9,50.0,48.4,8.3,843.0,31.4,70.0,943.2,8.5,23.0,18.0,7.0,5.0,0.0
islamabad,2026-07-18 19:00:00+00:00,137.0,50.3,61.9,56.0,41.7,7.7,708.0,30.9,70.0,943.1,9.3,0.0,19.0,7.0,6.0,0.0
islamabad,2026-07-18 20:00:00+00:00,131.0,47.6,59.8,70.0,31.2,7.1,549.0,29.3,70.0,943.4,15.4,1.0,19.0,7.0,6.0,-6.0
islamabad,2026-07-18 21:00:00+00:00,110.0,39.0,51.9,81.0,22.7,6.5,426.0,28.1,74.0,943.0,8.2,2.0,19.0,7.0,6.0,-21.0
islamabad,2026-07-18 22:00:00+00:00,101.0,35.6,48.3,84.0,18.7,6.0,354.0,27.3,82.0,943.3,8.4,3.0,19.0,7.0,6.0,-9.0
islamabad,2026-07-18 23:00:00+00:00,96.0,33.6,46.3,84.0,16.8,5.6,317.0,27.0,86.0,943.0,9.1,4.0,19.0,7.0,6.0,-5.0
islamabad,2026-07-19 00:00:00+00:00,77.0,24.4,31.7,95.0,11.7,4.0,334.0,27.0,90.0,942.8,7.6,5.0,19.0,7.0,6.0,-19.0
islamabad,2026-07-19 01:00:00+00:00,73.0,22.7,30.6,96.0,12.4,3.9,455.0,27.1,87.0,943.3,8.1,6.0,19.0,7.0,6.0,-4.0
islamabad,2026-07-19 02:00:00+00:00,72.0,21.9,30.4,99.0,13.3,3.8,628.0,28.1,81.0,944.1,8.3,7.0,19.0,7.0,6.0,-1.0
islamabad,2026-07-19 03:00:00+00:00,76.0,24.0,35.5,106.0,13.0,4.6,717.0,28.6,79.0,944.0,4.4,8.0,19.0,7.0,6.0,4.0
islamabad,2026-07-19 04:00:00+00:00,79.0,25.3,40.6,121.0,10.5,7.1,634.0,30.3,70.0,944.7,11.0,9.0,19.0,7.0,6.0,3.0
islamabad,2026-07-19 05:00:00+00:00,94.0,32.5,59.4,141.0,6.8,10.4,466.0,31.7,65.0,945.1,11.9,10.0,19.0,7.0,6.0,15.0
islamabad,2026-07-19 06:00:00+00:00,109.0,38.9,73.8,155.0,4.2,12.7,342.0,32.8,62.0,945.3,10.8,11.0,19.0,7.0,6.0,15.0
islamabad,2026-07-19 07:00:00+00:00,118.0,42.5,81.3,159.0,3.5,13.0,312.0,32.3,64.0,945.0,11.7,12.0,19.0,7.0,6.0,9.0
islamabad,2026-07-19 08:00:00+00:00,128.0,46.3,85.7,157.0,3.8,12.2,325.0,33.1,61.0,944.3,9.9,13.0,19.0,7.0,6.0,10.0
islamabad,2026-07-19 09:00:00+00:00,117.0,42.1,74.7,152.0,5.0,11.4,353.0,33.8,58.0,943.7,9.4,14.0,19.0,7.0,6.0,-11.0
islamabad,2026-07-19 10:00:00+00:00,105.0,37.1,60.5,144.0,6.8,10.9,388.0,33.9,58.0,943.4,6.0,15.0,19.0,7.0,6.0,-12.0
islamabad,2026-07-19 11:00:00+00:00,107.0,38.1,62.9,134.0,9.4,10.3,439.0,33.8,57.0,942.7,5.6,16.0,19.0,7.0,6.0,2.0
islamabad,2026-07-19 12:00:00+00:00,125.0,45.1,80.6,131.0,8.3,10.5,503.0,33.1,59.0,942.5,11.1,17.0,19.0,7.0,6.0,18.0
islamabad,2026-07-19 13:00:00+00:00,128.0,46.4,81.7,116.0,14.0,10.1,602.0,32.7,62.0,942.7,11.2,18.0,19.0,7.0,6.0,3.0
islamabad,2026-07-19 14:00:00+00:00,136.0,49.7,75.9,94.0,21.7,9.6,714.0,31.8,67.0,942.8,11.1,19.0,19.0,7.0,6.0,8.0
islamabad,2026-07-19 15:00:00+00:00,131.0,47.6,68.9,78.0,26.9,8.7,770.0,30.8,70.0,943.1,10.8,20.0,19.0,7.0,6.0,-5.0
islamabad,2026-07-19 16:00:00+00:00,128.0,46.3,64.5,71.0,27.5,7.2,726.0,30.3,72.0,943.7,9.6,21.0,19.0,7.0,6.0,-3.0
islamabad,2026-07-19 17:00:00+00:00,118.0,42.3,57.2,70.0,25.5,5.5,626.0,30.1,72.0,944.2,9.7,22.0,19.0,7.0,6.0,-10.0
islamabad,2026-07-19 18:00:00+00:00,105.0,37.1,46.2,71.0,22.8,4.1,530.0,29.5,75.0,943.8,13.4,23.0,19.0,7.0,6.0,-13.0
islamabad,2026-07-19 19:00:00+00:00,78.0,25.0,30.6,75.0,19.2,3.4,453.0,27.5,90.0,943.1,12.3,0.0,20.0,7.0,0.0,-27.0
islamabad,2026-07-19 20:00:00+00:00,70.0,21.0,25.2,82.0,14.8,3.1,380.0,27.1,92.0,943.2,13.0,1.0,20.0,7.0,0.0,-8.0
islamabad,2026-07-19 21:00:00+00:00,69.0,20.7,25.7,86.0,11.6,2.9,327.0,25.6,94.0,943.3,9.6,2.0,20.0,7.0,0.0,-1.0
islamabad,2026-07-19 22:00:00+00:00,67.0,19.9,26.5,85.0,10.2,2.8,290.0,25.2,96.0,943.0,13.1,3.0,20.0,7.0,0.0,-2.0
islamabad,2026-07-19 23:00:00+00:00,64.0,18.5,24.7,82.0,10.1,2.9,272.0,24.6,96.0,943.3,9.9,4.0,20.0,7.0,0.0,-3.0
islamabad,2026-07-20 00:00:00+00:00,71.0,21.7,35.9,94.0,8.1,1.9,298.0,25.2,98.0,943.4,10.1,5.0,20.0,7.0,0.0,7.0
islamabad,2026-07-20 01:00:00+00:00,44.0,10.6,16.6,90.0,12.2,2.9,412.0,25.5,95.0,942.6,10.7,6.0,20.0,7.0,0.0,-27.0
islamabad,2026-07-20 02:00:00+00:00,72.0,22.2,42.6,85.0,17.8,4.4,570.0,26.3,93.0,942.8,6.9,7.0,20.0,7.0,0.0,28.0
islamabad,2026-07-20 03:00:00+00:00,83.0,27.4,52.7,88.0,20.4,6.2,668.0,26.6,91.0,943.6,7.9,8.0,20.0,7.0,0.0,11.0
islamabad,2026-07-20 04:00:00+00:00,90.0,30.5,58.6,104.0,17.4,8.8,643.0,26.9,89.0,944.5,7.4,9.0,20.0,7.0,0.0,7.0
islamabad,2026-07-20 05:00:00+00:00,95.0,32.8,63.3,127.0,11.5,11.7,557.0,27.7,85.0,944.0,7.0,10.0,20.0,7.0,0.0,5.0
islamabad,2026-07-20 06:00:00+00:00,97.0,33.9,65.9,146.0,6.9,13.7,492.0,28.9,80.0,945.0,8.0,11.0,20.0,7.0,0.0,2.0
islamabad,2026-07-20 07:00:00+00:00,99.0,34.9,67.3,158.0,4.6,14.1,472.0,30.4,73.0,944.8,10.1,12.0,20.0,7.0,0.0,2.0
islamabad,2026-07-20 08:00:00+00:00,97.0,34.1,65.2,165.0,3.5,13.5,474.0,30.2,73.0,944.0,7.9,13.0,20.0,7.0,0.0,-2.0
islamabad,2026-07-20 09:00:00+00:00,99.0,34.9,66.8,163.0,5.1,12.5,510.0,30.5,71.0,943.6,8.7,14.0,20.0,7.0,0.0,2.0
islamabad,2026-07-20 10:00:00+00:00,102.0,36.0,69.6,145.0,11.2,11.0,611.0,29.1,76.0,943.6,7.9,15.0,20.0,7.0,0.0,3.0
islamabad,2026-07-20 11:00:00+00:00,104.0,36.6,71.5,118.0,19.9,9.1,745.0,28.8,78.0,943.2,11.6,16.0,20.0,7.0,0.0,2.0
islamabad,2026-07-20 12:00:00+00:00,109.0,38.9,75.9,134.0,13.8,14.4,836.0,30.2,72.0,942.8,11.5,17.0,20.0,7.0,0.0,5.0
islamabad,2026-07-20 13:00:00+00:00,116.0,41.4,79.2,107.0,27.4,13.5,841.0,29.2,76.0,943.2,10.9,18.0,20.0,7.0,0.0,7.0
islamabad,2026-07-20 14:00:00+00:00,120.0,43.4,79.4,71.0,45.7,12.3,801.0,28.7,80.0,943.4,9.0,19.0,20.0,7.0,0.0,4.0
islamabad,2026-07-20 15:00:00+00:00,126.0,45.8,74.3,49.0,55.4,10.9,763.0,28.1,83.0,943.8,8.1,20.0,20.0,7.0,0.0,6.0
islamabad,2026-07-20 16:00:00+00:00,109.0,38.8,65.7,54.0,48.1,9.2,754.0,27.8,84.0,944.2,7.8,21.0,20.0,7.0,0.0,-17.0
islamabad,2026-07-20 17:00:00+00:00,109.0,38.6,66.6,72.0,32.2,7.4,747.0,27.5,85.0,944.4,9.5,22.0,20.0,7.0,0.0,0.0
islamabad,2026-07-20 18:00:00+00:00,103.0,36.2,72.2,86.0,19.7,5.9,700.0,24.9,96.0,944.4,10.1,23.0,20.0,7.0,0.0,-6.0
islamabad,2026-07-20 19:00:00+00:00,92.0,31.8,59.6,86.0,15.9,4.9,573.0,24.3,100.0,944.3,13.5,0.0,21.0,7.0,1.0,-11.0
islamabad,2026-07-20 20:00:00+00:00,88.0,29.6,59.0,82.0,15.6,4.3,406.0,24.3,95.0,944.1,8.3,1.0,21.0,7.0,1.0,-4.0
islamabad,2026-07-20 21:00:00+00:00,87.0,29.0,58.6,79.0,15.2,4.0,286.0,24.0,96.0,943.2,8.0,2.0,21.0,7.0,1.0,-1.0
islamabad,2026-07-20 22:00:00+00:00,80.0,25.9,51.7,83.0,12.7,3.8,236.0,23.5,100.0,943.5,3.8,3.0,21.0,7.0,1.0,-7.0
islamabad,2026-07-20 23:00:00+00:00,63.0,17.9,37.6,88.0,10.0,3.9,231.0,24.1,97.0,943.4,8.3,4.0,21.0,7.0,1.0,-17.0
islamabad,2026-07-21 00:00:00+00:00,62.0,17.1,37.1,106.0,7.0,4.4,290.0,24.3,95.0,943.6,7.4,5.0,21.0,7.0,1.0,-1.0
islamabad,2026-07-21 01:00:00+00:00,60.0,16.2,31.2,97.0,13.0,5.0,468.0,24.2,96.0,943.6,6.0,6.0,21.0,7.0,1.0,-2.0
islamabad,2026-07-21 02:00:00+00:00,57.0,15.0,28.4,84.0,21.1,5.8,708.0,24.4,96.0,944.1,7.4,7.0,21.0,7.0,1.0,-3.0
islamabad,2026-07-21 03:00:00+00:00,57.0,15.1,26.2,75.0,26.1,6.4,857.0,23.9,97.0,944.8,5.2,8.0,21.0,7.0,1.0,0.0
islamabad,2026-07-21 04:00:00+00:00,52.0,12.4,20.6,75.0,24.9,6.7,825.0,24.3,96.0,944.6,4.6,9.0,21.0,7.0,1.0,-5.0
islamabad,2026-07-21 05:00:00+00:00,39.0,9.3,15.0,80.0,20.6,6.8,702.0,24.8,95.0,945.2,7.5,10.0,21.0,7.0,1.0,-13.0
islamabad,2026-07-21 06:00:00+00:00,37.0,8.9,14.2,83.0,17.2,6.7,603.0,24.4,95.0,945.7,10.0,11.0,21.0,7.0,1.0,-2.0
islamabad,2026-07-21 07:00:00+00:00,32.0,7.7,15.1,81.0,16.2,6.2,572.0,24.0,95.0,946.0,14.1,12.0,21.0,7.0,1.0,-5.0
islamabad,2026-07-21 08:00:00+00:00,38.0,9.2,20.2,76.0,16.2,5.5,565.0,24.0,96.0,946.0,14.6,13.0,21.0,7.0,1.0,6.0
islamabad,2026-07-21 09:00:00+00:00,48.0,11.5,20.7,74.0,16.6,4.8,569.0,24.1,93.0,945.6,15.2,14.0,21.0,7.0,1.0,10.0
islamabad,2026-07-21 10:00:00+00:00,56.0,14.7,21.2,77.0,16.8,4.3,574.0,24.9,90.0,945.3,16.1,15.0,21.0,7.0,1.0,8.0
islamabad,2026-07-21 11:00:00+00:00,52.0,12.5,21.7,81.0,17.5,3.9,590.0,24.6,93.0,944.8,13.3,16.0,21.0,7.0,1.0,-4.0
islamabad,2026-07-21 12:00:00+00:00,59.0,15.7,28.5,81.0,16.6,5.0,634.0,24.7,92.0,945.0,12.9,17.0,21.0,7.0,1.0,7.0
islamabad,2026-07-21 13:00:00+00:00,55.0,14.1,22.7,71.0,22.6,5.2,739.0,24.2,94.0,945.2,13.5,18.0,21.0,7.0,1.0,-4.0
islamabad,2026-07-21 14:00:00+00:00,57.0,15.0,20.4,57.0,31.0,5.4,872.0,24.1,94.0,945.6,9.9,19.0,21.0,7.0,1.0,2.0
islamabad,2026-07-21 15:00:00+00:00,58.0,15.4,19.9,44.0,38.5,5.6,945.0,24.1,94.0,945.7,8.4,20.0,21.0,7.0,1.0,1.0
islamabad,2026-07-21 16:00:00+00:00,62.0,17.1,21.1,33.0,44.9,5.8,906.0,24.4,90.0,946.1,8.2,21.0,21.0,7.0,1.0,4.0
islamabad,2026-07-21 17:00:00+00:00,68.0,20.3,24.4,24.0,50.3,5.9,808.0,24.2,88.0,946.1,6.1,22.0,21.0,7.0,1.0,6.0
islamabad,2026-07-21 18:00:00+00:00,68.0,20.4,24.3,19.0,51.8,5.8,725.0,24.9,89.0,945.8,3.9,23.0,21.0,7.0,1.0,0.0
islamabad,2026-07-21 19:00:00+00:00,65.0,18.8,22.5,22.0,46.6,5.2,698.0,24.4,91.0,945.4,4.4,0.0,22.0,7.0,2.0,-3.0
islamabad,2026-07-21 20:00:00+00:00,59.0,15.8,19.5,30.0,37.4,4.4,686.0,24.4,91.0,944.8,3.2,1.0,22.0,7.0,2.0,-6.0
islamabad,2026-07-21 21:00:00+00:00,57.0,15.1,18.9,36.0,30.0,3.8,644.0,24.6,90.0,944.6,2.7,2.0,22.0,7.0,2.0,-2.0
islamabad,2026-07-21 22:00:00+00:00,62.0,17.5,21.9,38.0,26.6,3.6,514.0,24.4,91.0,944.5,3.3,3.0,22.0,7.0,2.0,5.0
islamabad,2026-07-21 23:00:00+00:00,65.0,18.6,22.8,38.0,25.0,3.7,355.0,24.6,90.0,945.0,2.0,4.0,22.0,7.0,2.0,3.0
islamabad,2026-07-22 00:00:00+00:00,81.0,26.5,31.9,2.0,49.4,5.0,291.0,24.0,96.0,944.3,0.5,5.0,22.0,7.0,2.0,16.0
islamabad,2026-07-22 01:00:00+00:00,86.0,28.9,35.7,21.0,41.3,5.7,432.0,24.1,97.0,944.8,1.8,6.0,22.0,7.0,2.0,5.0
islamabad,2026-07-22 02:00:00+00:00,68.0,20.0,31.8,47.0,29.9,6.7,670.0,24.5,92.0,944.9,3.9,7.0,22.0,7.0,2.0,-18.0
islamabad,2026-07-22 03:00:00+00:00,61.0,16.7,27.2,69.0,20.5,7.3,803.0,25.3,87.0,945.3,4.9,8.0,22.0,7.0,2.0,-7.0
islamabad,2026-07-22 04:00:00+00:00,53.0,12.9,18.9,84.0,15.1,7.0,710.0,26.6,78.0,945.5,11.1,9.0,22.0,7.0,2.0,-8.0
islamabad,2026-07-22 05:00:00+00:00,36.0,8.7,11.2,96.0,11.6,6.2,513.0,27.5,72.0,945.7,13.9,10.0,22.0,7.0,2.0,-17.0
islamabad,2026-07-22 06:00:00+00:00,29.0,7.0,8.0,103.0,9.3,5.8,373.0,26.0,77.0,946.2,9.2,11.0,22.0,7.0,2.0,-7.0
islamabad,2026-07-22 07:00:00+00:00,30.0,7.3,7.8,106.0,7.6,6.1,364.0,27.6,69.0,945.8,12.7,12.0,22.0,7.0,2.0,1.0
islamabad,2026-07-22 08:00:00+00:00,33.0,7.9,8.1,105.0,7.0,6.8,412.0,27.0,72.0,944.8,11.0,13.0,22.0,7.0,2.0,3.0
islamabad,2026-07-22 09:00:00+00:00,34.0,8.1,8.2,101.0,8.6,6.9,455.0,27.5,71.0,944.4,8.5,14.0,22.0,7.0,2.0,1.0
islamabad,2026-07-22 10:00:00+00:00,31.0,7.5,7.6,93.0,13.1,6.0,458.0,27.5,69.0,944.4,18.9,15.0,22.0,7.0,2.0,-3.0
islamabad,2026-07-22 11:00:00+00:00,40.0,9.6,9.7,82.0,19.9,4.5,455.0,26.4,75.0,944.1,17.4,16.0,22.0,7.0,2.0,9.0
islamabad,2026-07-22 12:00:00+00:00,68.0,20.4,21.6,87.0,16.9,4.9,491.0,27.6,70.0,944.4,19.4,17.0,22.0,7.0,2.0,28.0
islamabad,2026-07-22 13:00:00+00:00,68.0,20.1,21.2,72.0,26.5,5.2,604.0,26.7,75.0,944.2,17.5,18.0,22.0,7.0,2.0,0.0
islamabad,2026-07-22 14:00:00+00:00,73.0,22.4,23.3,51.0,39.8,5.6,755.0,25.7,79.0,944.5,10.9,19.0,22.0,7.0,2.0,5.0
islamabad,2026-07-22 15:00:00+00:00,80.0,26.1,27.2,34.0,50.7,5.9,873.0,25.2,82.0,945.3,6.8,20.0,22.0,7.0,2.0,7.0
islamabad,2026-07-22 16:00:00+00:00,89.0,30.3,31.5,24.0,57.6,6.2,934.0,25.0,82.0,945.8,5.5,21.0,22.0,7.0,2.0,9.0
islamabad,2026-07-22 17:00:00+00:00,95.0,32.9,34.2,17.0,62.2,6.4,961.0,24.6,82.0,945.8,4.8,22.0,22.0,7.0,2.0,6.0
islamabad,2026-07-22 18:00:00+00:00,93.0,32.1,33.3,14.0,63.1,6.3,956.0,25.4,84.0,945.4,5.4,23.0,22.0,7.0,2.0,-2.0
islamabad,2026-07-22 19:00:00+00:00,91.0,31.2,32.4,16.0,58.0,5.6,908.0,24.9,86.0,945.2,1.1,0.0,23.0,7.0,3.0,-2.0
islamabad,2026-07-22 20:00:00+00:00,86.0,28.8,31.0,22.0,49.2,4.6,827.0,24.6,87.0,944.7,1.2,1.0,23.0,7.0,3.0,-5.0
islamabad,2026-07-22 21:00:00+00:00,83.0,27.5,29.8,25.0,42.8,3.9,742.0,24.3,86.0,944.2,2.3,2.0,23.0,7.0,3.0,-3.0
islamabad,2026-07-22 22:00:00+00:00,88.0,29.6,31.9,19.0,42.3,3.6,623.0,24.2,85.0,943.7,2.0,3.0,23.0,7.0,3.0,5.0
islamabad,2026-07-22 23:00:00+00:00,87.0,29.2,31.3,9.0,44.1,3.7,502.0,24.2,86.0,943.8,2.6,4.0,23.0,7.0,3.0,-1.0
islamabad,2026-07-23 00:00:00+00:00,110.0,39.0,39.8,1.0,47.5,3.1,498.0,24.6,92.0,944.3,2.7,5.0,23.0,7.0,3.0,23.0
islamabad,2026-07-23 01:00:00+00:00,120.0,43.4,44.2,20.0,42.6,4.9,755.0,24.3,92.0,944.0,6.4,6.0,23.0,7.0,3.0,10.0
islamabad,2026-07-23 02:00:00+00:00,110.0,39.1,39.8,46.0,35.6,7.4,1130.0,24.7,90.0,944.0,6.5,7.0,23.0,7.0,3.0,-10.0
islamabad,2026-07-23 03:00:00+00:00,78.0,24.9,25.8,70.0,28.3,9.4,1318.0,25.1,87.0,944.7,2.9,8.0,23.0,7.0,3.0,-32.0
islamabad,2026-07-23 04:00:00+00:00,69.0,20.5,21.2,91.0,20.5,10.6,1125.0,26.6,78.0,945.0,4.6,9.0,23.0,7.0,3.0,-9.0
islamabad,2026-07-23 05:00:00+00:00,66.0,19.2,20.0,109.0,12.4,11.4,745.0,27.7,73.0,945.1,9.5,10.0,23.0,7.0,3.0,-3.0
islamabad,2026-07-23 06:00:00+00:00,63.0,17.8,18.7,121.0,6.5,11.2,452.0,28.6,64.0,945.7,15.3,11.0,23.0,7.0,3.0,-3.0
islamabad,2026-07-23 07:00:00+00:00,57.0,15.1,16.1,123.0,4.1,9.4,359.0,29.4,64.0,945.3,11.5,12.0,23.0,7.0,3.0,-6.0
islamabad,2026-07-23 08:00:00+00:00,50.0,12.0,13.1,118.0,4.0,6.7,354.0,30.0,62.0,944.8,9.7,13.0,23.0,7.0,3.0,-7.0
islamabad,2026-07-23 09:00:00+00:00,41.0,9.8,11.4,113.0,4.8,4.7,372.0,29.4,62.0,944.3,16.4,14.0,23.0,7.0,3.0,-9.0
islamabad,2026-07-23 10:00:00+00:00,32.0,7.6,8.5,113.0,4.3,4.2,314.0,29.2,64.0,944.2,12.8,15.0,23.0,7.0,3.0,-9.0
islamabad,2026-07-23 11:00:00+00:00,30.0,7.2,8.0,112.0,4.7,4.4,279.0,29.0,64.0,943.6,11.8,16.0,23.0,7.0,3.0,-2.0
islamabad,2026-07-23 12:00:00+00:00,81.0,26.3,27.6,98.0,11.7,4.7,503.0,29.1,64.0,943.5,12.3,17.0,23.0,7.0,3.0,51.0
islamabad,2026-07-23 13:00:00+00:00,88.0,29.6,30.6,77.0,25.1,5.0,1267.0,28.0,72.0,943.4,8.0,18.0,23.0,7.0,3.0,7.0
islamabad,2026-07-23 14:00:00+00:00,94.0,32.6,33.4,47.0,43.7,5.4,2289.0,27.0,78.0,943.2,5.3,19.0,23.0,7.0,3.0,6.0
islamabad,2026-07-23 15:00:00+00:00,109.0,38.6,39.3,24.0,58.0,6.2,2960.0,26.5,81.0,944.0,1.9,20.0,23.0,7.0,3.0,15.0
islamabad,2026-07-23 16:00:00+00:00,129.0,46.8,47.4,13.0,63.9,7.7,2993.0,26.0,83.0,944.5,0.9,21.0,23.0,7.0,3.0,20.0
islamabad,2026-07-23 17:00:00+00:00,152.0,56.7,57.3,9.0,65.6,9.6,2675.0,25.6,85.0,944.6,1.4,22.0,23.0,7.0,3.0,23.0
islamabad,2026-07-23 18:00:00+00:00,156.0,64.3,65.0,6.0,65.4,10.4,2255.0,25.6,89.0,944.6,3.5,23.0,23.0,7.0,3.0,4.0
islamabad,2026-07-23 19:00:00+00:00,155.0,62.9,63.3,5.0,63.7,9.4,1731.0,25.4,90.0,944.3,1.5,0.0,24.0,7.0,4.0,-1.0
islamabad,2026-07-23 20:00:00+00:00,141.0,51.8,52.4,6.0,60.1,7.4,1106.0,25.1,90.0,944.1,3.9,1.0,24.0,7.0,4.0,-14.0
islamabad,2026-07-23 21:00:00+00:00,129.0,47.0,47.5,7.0,56.7,5.8,632.0,24.9,91.0,944.0,2.5,2.0,24.0,7.0,4.0,-12.0
